task_id,task_type,machine_id,machine_type,operator_id,scheduled_start,scheduled_end,start_time,end_time,actual_duration_min,planned_quantity,quantity_done,progress_pct,cycle_time_sec,cycles_completed,ground_softness,rain,slope_deg,avg_load_pct,is_night,idle_min,fuel_used_l
T00464,GRADE,DOZ001,DOZER,OP003,2026-01-05 09:30:00,2026-01-05 11:30:00,2026-01-05 09:22:52,2026-01-05 11:49:25,146.56,988,445,45.0,66.04,123,0.674,0,3.31,67.03,0,9.37,898.01
T00465,GRADE,DOZ001,DOZER,OP006,2026-01-28 17:15:00,2026-01-28 19:15:00,2026-01-28 17:23:13,2026-01-28 17:55:36,32.38,315,299,94.9,50.22,34,0.141,0,6.88,72.24,0,7.89,179.85
T00466,LIFT,EXC002,EXCAVATOR,OP001,2026-01-01 13:30:00,2026-01-01 15:10:00,2026-01-01 13:50:57,2026-01-01 14:05:36,14.65,73,55,75.3,67.95,8,0.043,0,1.14,86.13,0,6.15,79.79
T00467,LIFT,EXC001,EXCAVATOR,OP008,2026-01-26 07:15:00,2026-01-26 08:55:00,2026-01-26 07:01:37,2026-01-26 07:31:58,30.34,131,118,90.1,79.61,15,0.322,0,1.7,81.19,0,10.29,160.91
T00468,GRADE,DOZ001,DOZER,OP008,2026-01-13 06:00:00,2026-01-13 08:00:00,2026-01-13 06:03:40,2026-01-13 07:16:48,73.14,558,474,84.9,60.56,64,0.403,0,2.88,70.99,1,9.83,415.19
T00469,DIG,EXC002,EXCAVATOR,OP004,2026-01-01 16:00:00,2026-01-01 17:15:00,2026-01-01 15:51:18,2026-01-01 16:18:59,27.68,334,334,100.0,35.3,38,0.485,0,3.61,69.17,0,5.33,143.04
T00470,LOAD,LOD001,LOADER,OP003,2026-01-04 12:30:00,2026-01-04 13:50:00,2026-01-04 12:31:18,2026-01-04 12:50:59,19.69,82,82,100.0,46.92,10,0.426,0,4.69,80.2,0,11.87,63.12
T00471,DIG,EXC002,EXCAVATOR,OP005,2026-01-15 17:30:00,2026-01-15 18:45:00,2026-01-15 17:48:27,2026-01-15 18:49:39,61.2,524,341,65.1,41.94,61,0.625,1,6.6,71.9,0,19.59,289.03
T00472,LIFT,EXC002,EXCAVATOR,OP008,2026-01-12 09:15:00,2026-01-12 10:55:00,2026-01-12 09:21:24,2026-01-12 09:53:02,31.62,123,123,100.0,83.68,15,0.396,0,6.52,77.8,0,10.7,172.48
T00473,LIFT,EXC001,EXCAVATOR,OP004,2026-01-24 06:15:00,2026-01-24 07:55:00,2026-01-24 05:59:26,2026-01-24 06:23:36,24.17,51,51,100.0,96.82,7,0.413,0,0.92,67.05,1,12.87,94.18
T00474,DIG,EXC002,EXCAVATOR,OP005,2026-01-25 14:00:00,2026-01-25 15:15:00,2026-01-25 13:51:22,2026-01-25 14:09:12,17.83,129,116,89.9,30.14,15,0.2,0,4.39,66.37,0,12.1,53.83
T00475,DIG,EXC001,EXCAVATOR,OP002,2026-01-14 13:45:00,2026-01-14 15:00:00,2026-01-14 13:35:51,2026-01-14 13:55:27,19.6,206,196,95.1,30.0,24,0.213,0,3.53,49.28,0,9.51,77.33
T00476,GRADE,DOZ001,DOZER,OP004,2026-01-23 16:00:00,2026-01-23 18:00:00,2026-01-23 16:17:58,2026-01-23 17:45:05,87.11,766,728,95.0,53.93,85,0.299,0,2.16,58.86,0,8.79,468.33
T00477,DIG,EXC002,EXCAVATOR,OP003,2026-01-14 07:00:00,2026-01-14 08:15:00,2026-01-14 06:54:11,2026-01-14 07:25:50,31.65,369,369,100.0,31.71,43,0.367,0,1.69,76.35,0,8.92,155.71
T00478,DIG,EXC002,EXCAVATOR,OP004,2026-01-20 09:30:00,2026-01-20 10:45:00,2026-01-20 09:19:33,2026-01-20 10:28:33,69.01,615,277,45.0,50.0,77,0.805,1,4.09,53.22,0,14.24,375.98
T00479,LOAD,LOD001,LOADER,OP005,2026-01-06 06:45:00,2026-01-06 08:05:00,2026-01-06 07:03:57,2026-01-06 07:27:28,23.52,93,79,84.9,44.89,11,0.475,1,4.06,62.82,1,16.37,66.45
T00480,GRADE,DOZ001,DOZER,OP004,2026-01-01 06:00:00,2026-01-01 08:00:00,2026-01-01 05:56:20,2026-01-01 06:55:21,59.03,376,244,64.9,64.12,43,0.312,1,0.0,63.37,1,12.01,288.92
T00481,GRADE,DOZ001,DOZER,OP002,2026-01-25 14:00:00,2026-01-25 16:00:00,2026-01-25 13:38:26,2026-01-25 14:21:12,42.77,357,196,54.9,48.82,39,0.038,0,7.64,63.87,0,11.94,199.38
T00482,LIFT,EXC002,EXCAVATOR,OP005,2026-01-09 13:00:00,2026-01-09 14:40:00,2026-01-09 13:11:41,2026-01-09 13:28:22,16.68,45,34,75.6,65.64,5,0.197,1,3.5,61.25,0,10.45,45.89
T00483,DIG,EXC002,EXCAVATOR,OP006,2026-01-26 16:30:00,2026-01-26 17:45:00,2026-01-26 16:47:03,2026-01-26 17:39:16,52.21,516,439,85.1,46.53,64,0.639,1,10.55,49.39,0,7.74,281.83
T00484,DIG,EXC001,EXCAVATOR,OP001,2026-01-28 08:15:00,2026-01-28 09:30:00,2026-01-28 08:30:24,2026-01-28 09:02:07,31.71,416,416,100.0,30.07,46,0.219,0,4.41,73.21,0,8.65,152.56
T00485,GRADE,DOZ001,DOZER,OP002,2026-01-12 11:15:00,2026-01-12 13:15:00,2026-01-12 11:07:44,2026-01-12 12:08:46,61.04,383,383,100.0,65.04,44,0.571,1,6.72,48.81,0,13.34,274.44
T00486,GRADE,DOZ001,DOZER,OP007,2026-01-23 13:45:00,2026-01-23 15:45:00,2026-01-23 13:48:12,2026-01-23 15:06:46,78.58,491,491,100.0,77.54,56,0.444,1,8.44,86.38,0,6.21,496.39
T00487,DIG,EXC001,EXCAVATOR,OP002,2026-01-14 15:45:00,2026-01-14 17:00:00,2026-01-14 15:41:39,2026-01-14 16:28:13,46.57,528,528,100.0,33.74,61,0.399,0,4.06,71.08,0,12.27,237.61
T00488,GRADE,DOZ001,DOZER,OP001,2026-01-28 16:15:00,2026-01-28 18:15:00,2026-01-28 16:15:40,2026-01-28 18:42:44,147.05,1139,626,55.0,62.71,130,0.413,0,6.58,55.97,0,10.09,743.87
T00489,DIG,EXC002,EXCAVATOR,OP008,2026-01-02 07:30:00,2026-01-02 08:45:00,2026-01-02 07:35:25,2026-01-02 08:18:46,43.35,401,401,100.0,37.73,45,0.433,1,1.59,74.99,0,15.06,206.01
T00490,LIFT,EXC002,EXCAVATOR,OP002,2026-01-14 16:15:00,2026-01-14 17:55:00,2026-01-14 16:26:44,2026-01-14 17:15:16,48.54,143,143,100.0,103.68,18,0.716,1,1.32,84.81,0,17.43,248.76
T00491,GRADE,DOZ001,DOZER,OP001,2026-01-01 16:15:00,2026-01-01 18:15:00,2026-01-01 16:14:56,2026-01-01 18:08:05,113.15,1185,770,65.0,52.33,124,0.142,0,10.31,52.14,0,8.35,648.1
T00492,GRADE,DOZ001,DOZER,OP002,2026-01-25 13:30:00,2026-01-25 15:30:00,2026-01-25 13:38:36,2026-01-25 15:11:38,93.03,643,643,100.0,66.48,74,0.529,0,8.16,54.83,0,11.04,447.03
T00493,LOAD,LOD001,LOADER,OP004,2026-01-18 16:45:00,2026-01-18 18:05:00,2026-01-18 16:39:48,2026-01-18 17:03:02,23.22,143,107,74.8,44.95,17,0.383,0,4.89,71.55,0,10.06,95.65
T00494,DIG,EXC002,EXCAVATOR,OP008,2026-01-26 15:45:00,2026-01-26 17:00:00,2026-01-26 15:38:05,2026-01-26 15:54:54,16.82,170,110,64.7,33.81,21,0.536,0,0.07,67.87,0,5.55,83.36
T00495,GRADE,DOZ001,DOZER,OP002,2026-01-16 17:00:00,2026-01-16 19:00:00,2026-01-16 17:04:44,2026-01-16 17:53:28,48.72,360,360,100.0,53.14,42,0.407,0,3.81,36.99,0,11.52,195.23
T00496,DIG,EXC001,EXCAVATOR,OP002,2026-01-26 15:30:00,2026-01-26 16:45:00,2026-01-26 15:28:28,2026-01-26 16:27:23,58.91,600,540,90.0,39.83,68,0.369,0,7.58,77.07,0,9.52,300.1
T00497,GRADE,DOZ001,DOZER,OP006,2026-01-27 06:15:00,2026-01-27 08:15:00,2026-01-27 06:16:24,2026-01-27 08:35:33,139.15,1080,1080,100.0,64.88,122,0.268,0,4.49,75.68,1,7.23,803.79
T00498,GRADE,DOZ001,DOZER,OP008,2026-01-04 07:15:00,2026-01-04 09:15:00,2026-01-04 07:17:11,2026-01-04 07:41:06,23.92,154,154,100.0,56.19,17,0.202,0,5.33,67.38,0,8.0,98.2
T00499,LOAD,LOD001,LOADER,OP002,2026-01-02 08:45:00,2026-01-02 10:05:00,2026-01-02 08:38:23,2026-01-02 09:01:32,23.15,75,56,74.7,48.09,9,0.586,1,0.9,86.76,0,14.94,60.48
T00500,GRADE,DOZ001,DOZER,OP005,2026-01-20 09:15:00,2026-01-20 11:15:00,2026-01-20 09:36:57,2026-01-20 10:20:38,43.69,397,218,54.9,48.55,49,0.61,0,0.0,57.84,0,9.42,227.13
T00501,GRADE,DOZ001,DOZER,OP008,2026-01-27 09:30:00,2026-01-27 11:30:00,2026-01-27 09:10:23,2026-01-27 10:21:07,70.75,370,314,84.9,68.28,46,0.643,1,1.77,52.18,0,14.73,308.73
T00502,DIG,EXC001,EXCAVATOR,OP008,2026-01-15 16:15:00,2026-01-15 17:30:00,2026-01-15 16:01:25,2026-01-15 16:42:48,41.38,590,590,100.0,31.46,66,0.327,0,1.69,61.02,0,6.78,230.71
T00503,DIG,EXC002,EXCAVATOR,OP008,2026-01-30 14:15:00,2026-01-30 15:30:00,2026-01-30 14:11:35,2026-01-30 14:42:17,30.7,257,218,84.8,36.91,27,0.378,1,0.0,77.93,0,12.51,112.47
T00504,LIFT,EXC001,EXCAVATOR,OP007,2026-01-22 15:30:00,2026-01-22 17:10:00,2026-01-22 15:37:57,2026-01-22 16:16:41,38.73,149,97,65.1,95.69,19,0.566,0,3.57,73.72,0,8.84,255.15
T00505,GRADE,DOZ001,DOZER,OP005,2026-01-13 11:30:00,2026-01-13 13:30:00,2026-01-13 11:45:13,2026-01-13 13:58:04,132.86,1077,808,75.0,53.71,118,0.282,1,7.94,47.9,0,17.82,580.08
T00506,LIFT,EXC002,EXCAVATOR,OP005,2026-01-27 17:30:00,2026-01-27 19:10:00,2026-01-27 17:21:33,2026-01-27 17:44:18,22.75,75,75,100.0,72.72,9,0.34,0,2.55,89.05,0,11.85,99.22
T00507,LOAD,LOD001,LOADER,OP003,2026-01-23 16:15:00,2026-01-23 17:35:00,2026-01-23 16:21:55,2026-01-23 16:46:31,24.6,168,160,95.2,49.23,20,0.559,0,7.01,54.6,0,11.1,113.63
T00508,LOAD,LOD001,LOADER,OP006,2026-01-18 13:45:00,2026-01-18 15:05:00,2026-01-18 13:32:43,2026-01-18 13:50:29,17.77,212,180,84.9,34.76,23,0.124,0,8.01,65.14,0,5.98,93.78
T00509,LOAD,LOD001,LOADER,OP001,2026-01-17 07:00:00,2026-01-17 08:20:00,2026-01-17 06:48:14,2026-01-17 07:20:44,32.5,137,137,100.0,59.68,18,0.948,1,0.08,63.82,0,14.6,136.95
T00510,DIG,EXC001,EXCAVATOR,OP005,2026-01-25 08:30:00,2026-01-25 09:45:00,2026-01-25 08:16:55,2026-01-25 08:55:20,38.42,336,336,100.0,34.92,38,0.443,0,7.61,64.97,0,16.3,130.37
T00511,DIG,EXC002,EXCAVATOR,OP004,2026-01-25 14:00:00,2026-01-25 15:15:00,2026-01-25 13:56:32,2026-01-25 14:37:45,41.22,447,335,74.9,42.38,50,0.359,0,10.5,63.3,0,6.48,215.15
T00512,DIG,EXC001,EXCAVATOR,OP007,2026-01-08 14:30:00,2026-01-08 15:45:00,2026-01-08 14:25:20,2026-01-08 14:35:08,9.79,128,70,54.7,29.5,14,0.26,0,0.0,73.17,0,2.95,44.47
T00513,GRADE,DOZ001,DOZER,OP006,2026-01-18 06:00:00,2026-01-18 08:00:00,2026-01-18 05:50:33,2026-01-18 07:56:11,125.64,664,664,100.0,81.67,82,0.772,1,3.25,66.52,1,14.03,634.21
T00514,GRADE,DOZ001,DOZER,OP006,2026-01-25 15:15:00,2026-01-25 17:15:00,2026-01-25 15:43:23,2026-01-25 16:46:06,62.73,546,546,100.0,54.6,61,0.266,0,6.42,71.26,0,7.21,360.96
T00515,LIFT,EXC001,EXCAVATOR,OP003,2026-01-06 17:00:00,2026-01-06 18:40:00,2026-01-06 16:41:10,2026-01-06 17:06:29,25.32,116,116,100.0,66.68,13,0.129,0,1.94,54.71,0,10.87,111.47
T00516,LOAD,LOD001,LOADER,OP003,2026-01-06 15:30:00,2026-01-06 16:50:00,2026-01-06 15:22:54,2026-01-06 15:43:38,20.74,41,41,100.0,51.17,6,0.591,1,3.52,75.82,0,15.62,41.92
T00517,LIFT,EXC001,EXCAVATOR,OP003,2026-01-30 11:00:00,2026-01-30 12:40:00,2026-01-30 10:44:46,2026-01-30 11:10:44,25.97,97,92,94.8,94.01,12,0.58,0,7.6,78.01,0,8.02,158.7
T00518,LOAD,LOD001,LOADER,OP006,2026-01-17 09:15:00,2026-01-17 10:35:00,2026-01-17 09:13:52,2026-01-17 09:44:30,30.64,173,173,100.0,52.45,24,0.72,1,4.26,80.64,0,9.66,162.8
T00519,LIFT,EXC002,EXCAVATOR,OP007,2026-01-03 11:15:00,2026-01-03 12:55:00,2026-01-03 11:23:34,2026-01-03 11:38:52,15.29,74,67,90.5,83.24,9,0.224,0,7.12,83.77,0,4.37,103.96
T00520,LOAD,LOD001,LOADER,OP005,2026-01-07 15:45:00,2026-01-07 17:05:00,2026-01-07 15:56:13,2026-01-07 16:19:56,23.71,183,137,74.9,42.73,22,0.487,0,5.09,60.88,0,10.18,117.69
T00521,DIG,EXC001,EXCAVATOR,OP006,2026-01-15 09:15:00,2026-01-15 10:30:00,2026-01-15 09:32:32,2026-01-15 09:42:02,9.5,120,102,85.0,27.91,14,0.098,0,7.84,66.53,0,4.23,41.36
T00522,LOAD,LOD001,LOADER,OP002,2026-01-13 10:30:00,2026-01-13 11:50:00,2026-01-13 10:41:48,2026-01-13 10:56:14,14.43,46,25,54.3,36.15,5,0.214,0,5.17,74.1,0,11.81,27.53
T00523,LOAD,LOD001,LOADER,OP008,2026-01-02 10:15:00,2026-01-02 11:35:00,2026-01-02 10:16:46,2026-01-02 10:33:36,16.84,122,116,95.1,43.42,15,0.416,0,3.1,83.97,0,5.72,91.77
T00524,DIG,EXC001,EXCAVATOR,OP001,2026-01-21 07:15:00,2026-01-21 08:30:00,2026-01-21 06:56:55,2026-01-21 07:24:43,27.8,298,194,65.1,34.73,32,0.255,0,5.56,67.6,0,10.15,119.55
T00525,GRADE,DOZ001,DOZER,OP004,2026-01-18 17:45:00,2026-01-18 19:45:00,2026-01-18 17:57:50,2026-01-18 18:46:14,48.39,297,252,84.8,61.74,34,0.333,1,3.14,49.75,0,14.77,202.34
T00526,LIFT,EXC001,EXCAVATOR,OP008,2026-01-23 11:00:00,2026-01-23 12:40:00,2026-01-23 11:03:23,2026-01-23 11:31:23,28.01,42,42,100.0,95.3,5,0.292,1,4.94,78.4,0,20.07,80.34
T00527,LIFT,EXC002,EXCAVATOR,OP002,2026-01-19 09:30:00,2026-01-19 11:10:00,2026-01-19 09:44:25,2026-01-19 10:19:20,34.92,124,124,100.0,86.63,15,0.651,0,9.2,67.77,0,13.26,180.78
T00528,GRADE,DOZ001,DOZER,OP006,2026-01-01 12:00:00,2026-01-01 14:00:00,2026-01-01 12:16:47,2026-01-01 12:53:38,36.86,162,146,90.1,74.25,20,0.72,1,6.5,49.01,0,10.63,139.92
T00529,DIG,EXC001,EXCAVATOR,OP002,2026-01-12 14:00:00,2026-01-12 15:15:00,2026-01-12 14:05:17,2026-01-12 14:45:24,40.1,376,282,75.0,37.36,45,0.499,1,0.0,84.73,0,13.64,205.99
T00530,LOAD,LOD001,LOADER,OP005,2026-01-25 13:45:00,2026-01-25 15:05:00,2026-01-25 13:51:41,2026-01-25 14:16:43,25.04,141,106,75.2,35.7,17,0.262,1,0.0,52.35,0,15.14,70.46
T00531,DIG,EXC002,EXCAVATOR,OP003,2026-01-18 09:15:00,2026-01-18 10:30:00,2026-01-18 08:54:20,2026-01-18 09:36:41,42.35,480,360,75.0,39.05,56,0.524,0,2.08,63.77,0,8.26,236.73
T00532,LOAD,LOD001,LOADER,OP005,2026-01-22 17:30:00,2026-01-22 18:50:00,2026-01-22 17:20:56,2026-01-22 17:36:27,15.51,42,40,95.2,44.85,5,0.537,0,2.92,96.41,0,11.86,33.93
T00533,LIFT,EXC001,EXCAVATOR,OP001,2026-01-01 15:45:00,2026-01-01 17:25:00,2026-01-01 15:58:08,2026-01-01 16:59:10,61.04,157,149,94.9,116.0,21,0.764,1,2.77,84.99,0,21.74,354.45
T00534,DIG,EXC002,EXCAVATOR,OP004,2026-01-24 17:30:00,2026-01-24 18:45:00,2026-01-24 17:10:28,2026-01-24 17:34:59,24.53,296,296,100.0,30.45,33,0.136,0,3.65,61.97,0,7.78,106.33
T00535,LIFT,EXC001,EXCAVATOR,OP003,2026-01-08 15:30:00,2026-01-08 17:10:00,2026-01-08 15:32:46,2026-01-08 16:03:34,30.81,69,69,100.0,96.1,9,0.524,1,0.37,94.06,0,16.4,153.66
T00536,DIG,EXC002,EXCAVATOR,OP002,2026-01-10 16:00:00,2026-01-10 17:15:00,2026-01-10 16:24:30,2026-01-10 16:49:26,24.94,336,336,100.0,29.86,39,0.263,0,2.99,60.8,0,5.53,123.83
T00537,GRADE,DOZ001,DOZER,OP006,2026-01-05 16:15:00,2026-01-05 18:15:00,2026-01-05 16:27:49,2026-01-05 17:23:41,55.87,354,354,100.0,62.51,41,0.464,1,5.6,43.49,0,13.15,227.42
T00538,DIG,EXC001,EXCAVATOR,OP006,2026-01-16 13:30:00,2026-01-16 14:45:00,2026-01-16 13:17:06,2026-01-16 13:45:54,28.81,393,334,85.0,29.14,45,0.342,1,0.0,72.32,0,7.5,145.95
T00539,LIFT,EXC002,EXCAVATOR,OP006,2026-01-14 08:00:00,2026-01-14 09:40:00,2026-01-14 08:15:35,2026-01-14 08:35:52,20.27,100,100,100.0,69.91,11,0.146,0,3.7,87.5,0,7.46,110.85
T00540,LIFT,EXC002,EXCAVATOR,OP005,2026-01-27 11:15:00,2026-01-27 12:55:00,2026-01-27 10:53:56,2026-01-27 11:28:28,34.53,104,68,65.4,81.78,13,0.58,1,0.0,72.32,0,19.32,143.19
T00541,GRADE,DOZ001,DOZER,OP006,2026-01-25 10:45:00,2026-01-25 12:45:00,2026-01-25 10:47:20,2026-01-25 11:24:50,37.5,372,372,100.0,49.64,40,0.188,0,6.66,61.54,0,4.41,201.19
T00542,DIG,EXC002,EXCAVATOR,OP003,2026-01-29 14:15:00,2026-01-29 15:30:00,2026-01-29 14:18:09,2026-01-29 14:50:04,31.91,349,297,85.1,36.34,41,0.474,0,4.42,65.09,0,7.69,162.24
T00543,DIG,EXC001,EXCAVATOR,OP001,2026-01-28 14:00:00,2026-01-28 15:15:00,2026-01-28 14:07:03,2026-01-28 14:35:26,28.38,494,370,74.9,28.53,55,0.112,0,3.72,61.28,0,3.91,178.12
T00544,LIFT,EXC001,EXCAVATOR,OP005,2026-01-18 14:45:00,2026-01-18 16:25:00,2026-01-18 14:51:19,2026-01-18 15:17:46,26.45,58,58,100.0,116.0,8,0.82,1,7.64,75.95,0,10.98,128.73
T00545,LIFT,EXC002,EXCAVATOR,OP003,2026-01-15 14:00:00,2026-01-15 15:40:00,2026-01-15 14:26:55,2026-01-15 15:00:03,33.14,121,121,100.0,89.78,14,0.325,0,8.27,90.44,0,12.19,191.31
T00546,DIG,EXC001,EXCAVATOR,OP003,2026-01-25 14:15:00,2026-01-25 15:30:00,2026-01-25 14:21:00,2026-01-25 15:18:50,57.84,536,536,100.0,45.47,65,0.811,0,3.57,71.18,0,8.58,327.68
T00547,LIFT,EXC002,EXCAVATOR,OP006,2026-01-02 09:45:00,2026-01-02 11:25:00,2026-01-02 09:40:01,2026-01-02 09:57:47,17.75,79,79,100.0,77.18,10,0.236,0,5.18,72.11,0,4.89,107.21
T00548,LOAD,LOD001,LOADER,OP001,2026-01-22 09:30:00,2026-01-22 10:50:00,2026-01-22 09:26:45,2026-01-22 09:58:56,32.18,139,132,95.0,54.05,17,0.778,1,0.94,60.47,0,17.39,113.75
T00549,GRADE,DOZ001,DOZER,OP001,2026-01-21 11:00:00,2026-01-21 13:00:00,2026-01-21 11:16:06,2026-01-21 12:30:27,74.35,710,462,65.1,56.76,76,0.229,0,9.34,44.47,0,6.71,403.04
T00550,LOAD,LOD001,LOADER,OP007,2026-01-21 12:30:00,2026-01-21 13:50:00,2026-01-21 12:31:39,2026-01-21 12:56:00,24.35,190,171,90.0,54.51,23,0.61,0,6.06,70.44,0,4.07,147.66
T00551,DIG,EXC002,EXCAVATOR,OP007,2026-01-30 09:45:00,2026-01-30 11:00:00,2026-01-30 09:42:18,2026-01-30 10:16:39,34.35,441,331,75.1,30.74,48,0.033,0,5.06,55.19,0,12.06,148.87
T00552,LOAD,LOD001,LOADER,OP008,2026-01-29 15:00:00,2026-01-29 16:20:00,2026-01-29 15:21:02,2026-01-29 15:44:01,22.99,168,109,64.9,35.14,19,0.096,0,0.0,75.54,0,10.83,83.36
T00553,GRADE,DOZ001,DOZER,OP004,2026-01-03 14:30:00,2026-01-03 16:30:00,2026-01-03 14:30:50,2026-01-03 16:01:09,90.32,583,583,100.0,71.66,66,0.349,1,6.45,55.22,0,11.49,478.64
T00554,LIFT,EXC002,EXCAVATOR,OP002,2026-01-22 09:45:00,2026-01-22 11:25:00,2026-01-22 09:45:24,2026-01-22 10:08:30,23.09,104,88,84.6,70.67,12,0.231,0,3.41,81.16,0,9.6,127.73
T00555,GRADE,DOZ001,DOZER,OP008,2026-01-07 15:15:00,2026-01-07 17:15:00,2026-01-07 14:50:08,2026-01-07 16:39:31,109.38,991,991,100.0,58.26,103,0.113,0,8.79,68.28,0,9.38,602.7
T00556,DIG,EXC001,EXCAVATOR,OP003,2026-01-05 16:00:00,2026-01-05 17:15:00,2026-01-05 15:54:11,2026-01-05 16:22:20,28.15,230,230,100.0,36.99,28,0.61,0,1.17,87.89,0,10.88,136.21
T00557,LOAD,LOD001,LOADER,OP007,2026-01-20 15:00:00,2026-01-20 16:20:00,2026-01-20 15:01:11,2026-01-20 15:18:52,17.69,224,190,84.8,35.79,24,0.188,0,0.0,65.01,0,4.82,102.87
T00558,LOAD,LOD001,LOADER,OP004,2026-01-15 15:45:00,2026-01-15 17:05:00,2026-01-15 15:43:55,2026-01-15 16:10:16,26.36,163,163,100.0,50.09,19,0.482,0,4.94,72.33,0,10.5,120.86
T00559,GRADE,DOZ001,DOZER,OP003,2026-01-20 16:30:00,2026-01-20 18:30:00,2026-01-20 16:25:28,2026-01-20 17:29:33,64.1,493,419,85.0,58.66,56,0.388,0,4.68,42.56,0,13.11,326.32
T00560,LOAD,LOD001,LOADER,OP002,2026-01-08 12:45:00,2026-01-08 14:05:00,2026-01-08 12:44:51,2026-01-08 13:05:06,20.26,73,73,100.0,29.62,9,0.161,0,0.0,61.13,0,15.81,40.75
T00561,LIFT,EXC002,EXCAVATOR,OP003,2026-01-20 07:15:00,2026-01-20 08:55:00,2026-01-20 07:05:42,2026-01-20 07:36:11,30.48,141,78,55.3,79.85,15,0.081,0,7.52,88.62,0,9.05,170.78
T00562,DIG,EXC001,EXCAVATOR,OP002,2026-01-16 16:15:00,2026-01-16 17:30:00,2026-01-16 16:29:17,2026-01-16 17:23:40,54.39,632,474,75.0,36.79,71,0.378,1,2.76,61.05,0,16.71,276.14
T00563,GRADE,DOZ001,DOZER,OP006,2026-01-28 06:45:00,2026-01-28 08:45:00,2026-01-28 06:37:07,2026-01-28 08:02:29,85.38,619,340,54.9,72.58,66,0.402,0,9.6,54.16,1,5.83,451.72
T00564,GRADE,DOZ001,DOZER,OP006,2026-01-19 17:00:00,2026-01-19 19:00:00,2026-01-19 17:20:14,2026-01-19 19:40:32,140.3,1021,1021,100.0,62.45,120,0.616,1,0.0,62.36,0,15.4,723.49
T00565,GRADE,DOZ001,DOZER,OP002,2026-01-10 15:45:00,2026-01-10 17:45:00,2026-01-10 15:42:14,2026-01-10 16:54:40,72.43,677,677,100.0,52.23,71,0.137,0,4.39,70.75,0,10.62,364.18
T00566,DIG,EXC001,EXCAVATOR,OP001,2026-01-13 16:15:00,2026-01-13 17:30:00,2026-01-13 16:38:45,2026-01-13 17:11:00,32.26,403,403,100.0,32.49,46,0.308,0,2.5,79.21,0,7.35,174.02
T00567,DIG,EXC001,EXCAVATOR,OP007,2026-01-21 15:30:00,2026-01-21 16:45:00,2026-01-21 15:30:26,2026-01-21 16:12:39,42.22,347,226,65.1,50.0,42,0.602,1,1.78,88.86,0,10.01,247.42
T00568,GRADE,DOZ001,DOZER,OP005,2026-01-22 12:15:00,2026-01-22 14:15:00,2026-01-22 12:22:25,2026-01-22 15:13:27,171.02,996,946,95.0,77.28,121,0.595,1,6.47,74.7,0,17.3,926.44
T00569,GRADE,DOZ001,DOZER,OP006,2026-01-18 14:45:00,2026-01-18 16:45:00,2026-01-18 14:51:10,2026-01-18 16:24:40,93.5,669,301,45.0,69.67,77,0.431,1,5.34,72.11,0,11.07,542.22
T00570,LOAD,LOD001,LOADER,OP003,2026-01-28 16:00:00,2026-01-28 17:20:00,2026-01-28 16:03:14,2026-01-28 16:31:13,27.97,231,231,100.0,39.86,26,0.195,0,1.94,73.26,0,10.7,134.87
T00571,LIFT,EXC001,EXCAVATOR,OP004,2026-01-17 12:30:00,2026-01-17 14:10:00,2026-01-17 12:30:41,2026-01-17 13:10:16,39.57,160,144,90.0,111.45,19,0.569,0,6.36,86.38,0,7.61,304.29
T00572,DIG,EXC001,EXCAVATOR,OP007,2026-01-21 06:00:00,2026-01-21 07:15:00,2026-01-21 06:02:32,2026-01-21 06:31:00,28.47,228,217,95.2,44.85,27,0.535,0,5.55,77.01,1,6.91,140.66
T00573,GRADE,DOZ001,DOZER,OP002,2026-01-09 09:30:00,2026-01-09 11:30:00,2026-01-09 09:27:47,2026-01-09 10:23:10,55.39,313,282,90.1,66.95,39,0.768,0,3.53,73.89,0,16.8,278.07
T00574,GRADE,DOZ001,DOZER,OP005,2026-01-23 15:00:00,2026-01-23 17:00:00,2026-01-23 15:09:23,2026-01-23 16:10:02,60.67,508,457,90.0,50.94,54,0.231,1,0.0,71.8,0,15.45,295.05
T00575,GRADE,DOZ001,DOZER,OP004,2026-01-28 16:30:00,2026-01-28 18:30:00,2026-01-28 16:11:18,2026-01-28 17:13:26,62.13,548,548,100.0,51.71,64,0.271,0,0.0,65.14,0,6.97,335.97
T00576,LIFT,EXC001,EXCAVATOR,OP001,2026-01-12 09:00:00,2026-01-12 10:40:00,2026-01-12 09:01:05,2026-01-12 09:21:40,20.58,60,60,100.0,81.88,8,0.532,0,4.27,66.11,0,9.66,82.39
T00577,LOAD,LOD001,LOADER,OP006,2026-01-22 12:45:00,2026-01-22 14:05:00,2026-01-22 12:32:19,2026-01-22 13:04:28,32.16,190,190,100.0,49.4,23,0.581,1,4.15,84.37,0,13.22,144.76
T00578,DIG,EXC001,EXCAVATOR,OP002,2026-01-18 10:30:00,2026-01-18 11:45:00,2026-01-18 10:26:07,2026-01-18 11:06:04,39.96,435,196,45.1,34.76,54,0.617,0,2.77,54.52,0,8.46,182.42
T00579,LOAD,LOD001,LOADER,OP004,2026-01-15 12:00:00,2026-01-15 13:20:00,2026-01-15 12:02:20,2026-01-15 12:22:33,20.21,106,106,100.0,46.25,13,0.346,0,0.57,84.89,0,10.19,74.41
